cord_uid,title,abstract,authors,journal,publish_time,source_x,doi,pmcid,url,publication_year,publication_month,title_length,title_word_count,has_abstract,abstract_length,abstract_word_count,has_journal
cord-001016,Analysis of antibody and clinical and lockdown in clinical settings,This study examines antibody with 161 word abstract...,"Author1016_1, Author1016_2",Virology,2022-12-21,WHO,10.1000/sample.1016,PMC1001016,https://example.com/paper_1016,2022.0,12.0,67,10,True,54.0,8.0,True
cord-001017,Analysis of COVID-19 and treatment in clinical settings,This study examines COVID-19 with 368 word abstract...,Author1017_1,JAMA,2021-01-05,medRxiv,,,https://example.com/paper_1017,2021.0,1.0,55,8,True,54.0,8.0,True
cord-001018,Analysis of epidemiology and antiviral and antibody in clinical settings,This study examines epidemiology with 336 word abstract...,"Author1018_1, Author1018_2",Science Translational Medicine,2022-05-15,medRxiv,10.1000/sample.1018,,https://example.com/paper_1018,2022.0,5.0,72,10,True,58.0,8.0,True
cord-001019,Analysis of pandemic and immunity in clinical settings,This study examines pandemic with 251 word abstract...,"Author1019_1, Author1019_2",Virology,2021-05-29,Medline,10.1000/sample.1019,PMC1001019,https://example.com/paper_1019,2021.0,5.0,54,8,True,54.0,8.0,True
cord-001020,Analysis of transmission and lockdown and clinical and symptoms in clinical settings,This study examines transmission with 467 word abstract...,"Author1020_1, Author1020_2",Clinical Infectious Diseases,2020-09-22,medRxiv,10.1000/sample.1020,PMC1001020,https://example.com/paper_1020,2020.0,9.0,84,12,True,58.0,8.0,True
cord-001022,Analysis of public health and outbreak and vaccination and therapeutic in clinical settings,,"Author1022_1, Author1022_2",PLoS ONE,2021-06-09,medRxiv,10.1000/sample.1022,PMC1001022,https://example.com/paper_1022,2021.0,6.0,91,13,False,,,True
cord-001023,Analysis of symptoms and antibody and COVID-19 and lockdown in clinical settings,,Author1023_1,Journal of Medical Virology,2020-10-19,medRxiv,10.1000/sample.1023,PMC1001023,https://example.com/paper_1023,2020.0,10.0,80,12,False,,,True
cord-001024,Analysis of public health and coronavirus and vaccination and immunity in clinical settings,This study examines public health with 322 word abstract...,,BMJ,2021-09-30,medRxiv,10.1000/sample.1024,PMC1001024,https://example.com/paper_1024,2021.0,9.0,91,13,True,59.0,9.0,True
cord-001026,Analysis of outbreak and lockdown and pandemic and treatment in clinical settings,This study examines outbreak with 433 word abstract...,"Author1026_1, Author1026_2",Emerging Infectious Diseases,2021-07-31,PMC,10.1000/sample.1026,PMC1001026,https://example.com/paper_1026,2021.0,7.0,81,12,True,54.0,8.0,True
cord-001027,Analysis of therapeutic and pneumonia in clinical settings,This study examines therapeutic with 286 word abstract...,Author1027_1,Cell,2020-08-30,ArXiv,10.1000/sample.1027,PMC1001027,https://example.com/paper_1027,2020.0,8.0,58,8,True,57.0,8.0,True
cord-001028,Analysis of coronavirus and clinical and SARS-CoV-2 in clinical settings,This study examines coronavirus with 364 word abstract...,"Author1028_1, Author1028_2",Science Translational Medicine,2019-12-16,Medline,10.1000/sample.1028,PMC1001028,https://example.com/paper_1028,2019.0,12.0,72,10,True,57.0,8.0,True
cord-001029,Analysis of lockdown and clinical and immunity in clinical settings,This study examines lockdown with 166 word abstract...,"Author1029_1, Author1029_2",PLoS ONE,2021-04-17,ArXiv,10.1000/sample.1029,PMC1001029,https://example.com/paper_1029,2021.0,4.0,67,10,True,54.0,8.0,True
cord-001030,Analysis of public health and SARS-CoV-2 in clinical settings,This study examines public health with 395 word abstract...,"Author1030_1, Author1030_2",Journal of Medical Virology,2021-10-26,PMC,10.1000/sample.1030,PMC1001030,https://example.com/paper_1030,2021.0,10.0,61,9,True,59.0,9.0,True
cord-001031,Analysis of therapeutic and coronavirus and symptoms in clinical settings,This study examines therapeutic with 317 word abstract...,"Author1031_1, Author1031_2",New England Journal of Medicine,2021-12-01,ArXiv,10.1000/sample.1031,,https://example.com/paper_1031,2021.0,12.0,73,10,True,57.0,8.0,True
cord-001032,Analysis of therapeutic and coronavirus and outbreak in clinical settings,This study examines therapeutic with 165 word abstract...,"Author1032_1, Author1032_2",JAMA,2022-01-06,WHO,10.1000/sample.1032,PMC1001032,https://example.com/paper_1032,2022.0,1.0,73,10,True,57.0,8.0,True
cord-001033,Analysis of antiviral and respiratory and outbreak and symptoms in clinical settings,This study examines antiviral with 389 word abstract...,"Author1033_1, Author1033_2",,2021-02-06,bioRxiv,10.1000/sample.1033,PMC1001033,,2021.0,2.0,84,12,True,55.0,8.0,False
cord-001034,Analysis of immunity and public health in clinical settings,This study examines immunity with 167 word abstract...,"Author1034_1, Author1034_2",Science,,bioRxiv,10.1000/sample.1034,PMC1001034,https://example.com/paper_1034,,,59,9,True,54.0,8.0,True
cord-001035,Analysis of clinical and diagnosis and transmission and COVID-19 in clinical settings,This study examines clinical with 155 word abstract...,"Author1035_1, Author1035_2",Science,2020-09-02,Medline,10.1000/sample.1035,PMC1001035,https://example.com/paper_1035,2020.0,9.0,85,12,True,54.0,8.0,True
cord-001036,Analysis of immunity and pandemic and COVID-19 in clinical settings,This study examines immunity with 437 word abstract...,"Author1036_1, Author1036_2",Science Translational Medicine,2019-12-24,ArXiv,,PMC1001036,https://example.com/paper_1036,2019.0,12.0,67,10,True,54.0,8.0,True
cord-001037,Analysis of outbreak and symptoms and respiratory in clinical settings,This study examines outbreak with 110 word abstract...,"Author1037_1, Author1037_2",Nature Medicine,2021-10-08,Medline,,,https://example.com/paper_1037,2021.0,10.0,70,10,True,54.0,8.0,True
cord-001038,Analysis of SARS-CoV-2 and symptoms and transmission and clinical in clinical settings,This study examines SARS-CoV-2 with 385 word abstract...,Author1038_1,,2021-11-08,Medline,10.1000/sample.1038,PMC1001038,https://example.com/paper_1038,2021.0,11.0,86,12,True,56.0,8.0,False
cord-001039,Analysis of vaccination and respiratory and public health in clinical settings,This study examines vaccination with 320 word abstract...,"Author1039_1, Author1039_2",Nature Medicine,2020-01-31,Medline,10.1000/sample.1039,PMC1001039,https://example.com/paper_1039,2020.0,1.0,78,11,True,57.0,8.0,True
cord-001040,Analysis of coronavirus and therapeutic and outbreak in clinical settings,This study examines coronavirus with 110 word abstract...,"Author1040_1, Author1040_2",Journal of Medical Virology,,PMC,10.1000/sample.1040,PMC1001040,https://example.com/paper_1040,,,73,10,True,57.0,8.0,True
cord-001042,Analysis of symptoms and diagnosis and pneumonia and SARS-CoV-2 in clinical settings,This study examines symptoms with 440 word abstract...,"Author1042_1, Author1042_2",JAMA,2022-04-03,bioRxiv,10.1000/sample.1042,,https://example.com/paper_1042,2022.0,4.0,84,12,True,54.0,8.0,True
cord-001045,Analysis of vaccination and immunity and pneumonia in clinical settings,This study examines vaccination with 395 word abstract...,"Author1045_1, Author1045_2",Emerging Infectious Diseases,,WHO,10.1000/sample.1045,PMC1001045,https://example.com/paper_1045,,,71,10,True,57.0,8.0,True
cord-001047,Analysis of antiviral and immunity and vaccination in clinical settings,,"Author1047_1, Author1047_2",Journal of Virology,2021-04-11,bioRxiv,10.1000/sample.1047,PMC1001047,https://example.com/paper_1047,2021.0,4.0,71,10,False,,,True
cord-001048,Analysis of public health and treatment and epidemiology and antibody in clinical settings,This study examines public health with 248 word abstract...,"Author1048_1, Author1048_2",Journal of Virology,2020-11-12,bioRxiv,10.1000/sample.1048,PMC1001048,https://example.com/paper_1048,2020.0,11.0,90,13,True,59.0,9.0,True
cord-001049,Analysis of coronavirus and SARS-CoV-2 and outbreak and immunity in clinical settings,This study examines coronavirus with 365 word abstract...,"Author1049_1, Author1049_2",Journal of Medical Virology,2022-12-19,bioRxiv,10.1000/sample.1049,PMC1001049,,2022.0,12.0,85,12,True,57.0,8.0,True
cord-001052,Analysis of lockdown and public health and symptoms and diagnosis in clinical settings,This study examines lockdown with 381 word abstract...,"Author1052_1, Author1052_2",Cell,2019-12-16,Medline,10.1000/sample.1052,PMC1001052,https://example.com/paper_1052,2019.0,12.0,86,13,True,54.0,8.0,True
cord-001053,Analysis of antiviral and coronavirus in clinical settings,This study examines antiviral with 232 word abstract...,"Author1053_1, Author1053_2",Lancet,2019-12-26,Medline,10.1000/sample.1053,PMC1001053,https://example.com/paper_1053,2019.0,12.0,58,8,True,55.0,8.0,True
cord-001054,Analysis of lockdown and transmission and treatment in clinical settings,,"Author1054_1, Author1054_2",New England Journal of Medicine,2020-09-18,bioRxiv,10.1000/sample.1054,PMC1001054,https://example.com/paper_1054,2020.0,9.0,72,10,False,,,True
cord-001055,Analysis of lockdown and transmission and immunity and public health in clinical settings,This study examines lockdown with 440 word abstract...,Author1055_1,Nature Medicine,2021-03-29,PMC,10.1000/sample.1055,PMC1001055,https://example.com/paper_1055,2021.0,3.0,89,13,True,54.0,8.0,True
cord-001057,Analysis of immunity and pandemic and coronavirus and antibody in clinical settings,This study examines immunity with 393 word abstract...,"Author1057_1, Author1057_2",Lancet,2020-11-08,ArXiv,10.1000/sample.1057,PMC1001057,https://example.com/paper_1057,2020.0,11.0,83,12,True,54.0,8.0,True
cord-001059,Analysis of pneumonia and COVID-19 and outbreak and vaccination in clinical settings,This study examines pneumonia with 104 word abstract...,"Author1059_1, Author1059_2",Journal of Virology,2021-05-17,ArXiv,,,https://example.com/paper_1059,2021.0,5.0,84,12,True,55.0,8.0,True
cord-001061,Analysis of therapeutic and immunity and diagnosis and vaccination in clinical settings,This study examines therapeutic with 166 word abstract...,"Author1061_1, Author1061_2",Virology,2019-12-26,ArXiv,10.1000/sample.1061,,https://example.com/paper_1061,2019.0,12.0,87,12,True,57.0,8.0,True
cord-001062,Analysis of outbreak and pandemic and vaccination and pneumonia in clinical settings,This study examines outbreak with 353 word abstract...,"Author1062_1, Author1062_2",Nature,2020-05-02,PMC,,,,2020.0,5.0,84,12,True,54.0,8.0,True
cord-001063,Analysis of public health and pandemic and diagnosis in clinical settings,This study examines public health with 235 word abstract...,"Author1063_1, Author1063_2",Lancet,2021-12-30,medRxiv,10.1000/sample.1063,,https://example.com/paper_1063,2021.0,12.0,73,11,True,59.0,9.0,True
cord-001064,Analysis of pandemic and transmission and diagnosis in clinical settings,This study examines pandemic with 493 word abstract...,"Author1064_1, Author1064_2",Cell,2021-04-08,Medline,10.1000/sample.1064,PMC1001064,https://example.com/paper_1064,2021.0,4.0,72,10,True,54.0,8.0,True
cord-001065,Analysis of SARS-CoV-2 and epidemiology and pneumonia and respiratory in clinical settings,This study examines SARS-CoV-2 with 101 word abstract...,"Author1065_1, Author1065_2",Emerging Infectious Diseases,,Medline,10.1000/sample.1065,PMC1001065,https://example.com/paper_1065,,,90,12,True,56.0,8.0,True
cord-001068,Analysis of symptoms and therapeutic and transmission and diagnosis in clinical settings,,"Author1068_1, Author1068_2",Journal of Medical Virology,2020-07-29,bioRxiv,10.1000/sample.1068,PMC1001068,,2020.0,7.0,88,12,False,,,True
cord-001069,Analysis of therapeutic and COVID-19 and treatment in clinical settings,This study examines therapeutic with 457 word abstract...,"Author1069_1, Author1069_2",Nature,2020-04-11,Medline,10.1000/sample.1069,PMC1001069,https://example.com/paper_1069,2020.0,4.0,71,10,True,57.0,8.0,True
cord-001070,Analysis of transmission and immunity and treatment in clinical settings,This study examines transmission with 387 word abstract...,"Author1070_1, Author1070_2",Nature Medicine,2021-10-29,medRxiv,10.1000/sample.1070,,https://example.com/paper_1070,2021.0,10.0,72,10,True,58.0,8.0,True
cord-001073,Analysis of pandemic and antiviral and vaccination in clinical settings,This study examines pandemic with 388 word abstract...,"Author1073_1, Author1073_2",Clinical Infectious Diseases,2019-12-29,medRxiv,10.1000/sample.1073,PMC1001073,https://example.com/paper_1073,2019.0,12.0,71,10,True,54.0,8.0,True
cord-001074,Analysis of epidemiology and lockdown and coronavirus in clinical settings,This study examines epidemiology with 407 word abstract...,"Author1074_1, Author1074_2",PLoS ONE,2020-09-22,medRxiv,10.1000/sample.1074,PMC1001074,https://example.com/paper_1074,2020.0,9.0,74,10,True,58.0,8.0,True
cord-001076,Analysis of epidemiology and pandemic and immunity and symptoms in clinical settings,This study examines epidemiology with 322 word abstract...,"Author1076_1, Author1076_2",JAMA,2021-09-04,WHO,10.1000/sample.1076,,,2021.0,9.0,84,12,True,58.0,8.0,True
cord-001077,Analysis of therapeutic and respiratory and epidemiology in clinical settings,,"Author1077_1, Author1077_2",BMJ,2020-11-12,bioRxiv,10.1000/sample.1077,PMC1001077,https://example.com/paper_1077,2020.0,11.0,77,10,False,,,True
cord-001078,Analysis of public health and treatment and respiratory in clinical settings,This study examines public health with 108 word abstract...,"Author1078_1, Author1078_2",Science,2021-12-17,WHO,,PMC1001078,https://example.com/paper_1078,2021.0,12.0,76,11,True,59.0,9.0,True
cord-001079,Analysis of pandemic and lockdown in clinical settings,This study examines pandemic with 175 word abstract...,"Author1079_1, Author1079_2",Nature Medicine,2019-12-03,Medline,10.1000/sample.1079,,,2019.0,12.0,54,8,True,54.0,8.0,True
cord-001080,Analysis of lockdown and antiviral in clinical settings,This study examines lockdown with 279 word abstract...,"Author1080_1, Author1080_2",Emerging Infectious Diseases,2020-10-19,WHO,,,https://example.com/paper_1080,2020.0,10.0,55,8,True,54.0,8.0,True
cord-001083,Analysis of vaccination and outbreak and therapeutic and public health in clinical settings,This study examines vaccination with 498 word abstract...,"Author1083_1, Author1083_2",Virology,2021-11-17,PMC,10.1000/sample.1083,PMC1001083,https://example.com/paper_1083,2021.0,11.0,91,13,True,57.0,8.0,True
cord-001084,Analysis of vaccination and public health and pandemic in clinical settings,This study examines vaccination with 361 word abstract...,"Author1084_1, Author1084_2",Clinical Infectious Diseases,2020-01-04,WHO,10.1000/sample.1084,PMC1001084,,2020.0,1.0,75,11,True,57.0,8.0,True
cord-001085,Analysis of treatment and public health and antiviral and COVID-19 in clinical settings,This study examines treatment with 264 word abstract...,"Author1085_1, Author1085_2",BMJ,2021-12-24,ArXiv,,PMC1001085,https://example.com/paper_1085,2021.0,12.0,87,13,True,55.0,8.0,True
cord-001086,Analysis of antiviral and pneumonia and antibody in clinical settings,This study examines antiviral with 485 word abstract...,"Author1086_1, Author1086_2",Science,2021-01-07,PMC,10.1000/sample.1086,PMC1001086,https://example.com/paper_1086,2021.0,1.0,69,10,True,55.0,8.0,True
cord-001087,Analysis of lockdown and public health and clinical in clinical settings,This study examines lockdown with 462 word abstract...,"Author1087_1, Author1087_2",Science Translational Medicine,2021-08-10,WHO,10.1000/sample.1087,PMC1001087,https://example.com/paper_1087,2021.0,8.0,72,11,True,54.0,8.0,True
cord-001089,Analysis of clinical and antiviral and epidemiology and COVID-19 in clinical settings,This study examines clinical with 348 word abstract...,"Author1089_1, Author1089_2",Journal of Virology,2020-09-19,medRxiv,10.1000/sample.1089,PMC1001089,,2020.0,9.0,85,12,True,54.0,8.0,True
cord-001090,Analysis of therapeutic and SARS-CoV-2 and vaccination in clinical settings,,,Virology,2021-10-28,Medline,10.1000/sample.1090,,https://example.com/paper_1090,2021.0,10.0,75,10,False,,,True
cord-001091,Analysis of treatment and outbreak in clinical settings,This study examines treatment with 283 word abstract...,"Author1091_1, Author1091_2",Clinical Infectious Diseases,2021-01-02,Medline,10.1000/sample.1091,PMC1001091,https://example.com/paper_1091,2021.0,1.0,55,8,True,55.0,8.0,True
cord-001092,Analysis of clinical and vaccination and immunity in clinical settings,This study examines clinical with 352 word abstract...,"Author1092_1, Author1092_2",Nature Medicine,2020-04-03,bioRxiv,,PMC1001092,https://example.com/paper_1092,2020.0,4.0,70,10,True,54.0,8.0,True
cord-001093,Analysis of SARS-CoV-2 and vaccination and pneumonia in clinical settings,This study examines SARS-CoV-2 with 425 word abstract...,"Author1093_1, Author1093_2",BMJ,2020-03-20,medRxiv,,,https://example.com/paper_1093,2020.0,3.0,73,10,True,56.0,8.0,True
cord-001094,Analysis of diagnosis and coronavirus in clinical settings,This study examines diagnosis with 436 word abstract...,"Author1094_1, Author1094_2",JAMA,2020-06-12,WHO,10.1000/sample.1094,PMC1001094,https://example.com/paper_1094,2020.0,6.0,58,8,True,55.0,8.0,True
cord-001095,Analysis of pandemic and vaccination and clinical and respiratory in clinical settings,This study examines pandemic with 282 word abstract...,"Author1095_1, Author1095_2",Clinical Infectious Diseases,2021-10-16,medRxiv,,PMC1001095,https://example.com/paper_1095,2021.0,10.0,86,12,True,54.0,8.0,True
cord-001096,Analysis of COVID-19 and treatment and public health in clinical settings,This study examines COVID-19 with 478 word abstract...,"Author1096_1, Author1096_2",,2020-12-08,ArXiv,10.1000/sample.1096,PMC1001096,https://example.com/paper_1096,2020.0,12.0,73,11,True,54.0,8.0,False
cord-001099,Analysis of clinical and symptoms and pneumonia in clinical settings,This study examines clinical with 444 word abstract...,Author1099_1,PLoS ONE,2020-02-28,PMC,10.1000/sample.1099,PMC1001099,https://example.com/paper_1099,2020.0,2.0,68,10,True,54.0,8.0,True
cord-001100,Analysis of SARS-CoV-2 and pneumonia and lockdown and symptoms in clinical settings,This study examines SARS-CoV-2 with 287 word abstract...,"Author1100_1, Author1100_2",Nature,2020-12-19,PMC,10.1000/sample.1100,PMC1001100,https://example.com/paper_1100,2020.0,12.0,83,12,True,56.0,8.0,True
cord-001101,Analysis of coronavirus and transmission and symptoms and treatment in clinical settings,This study examines coronavirus with 172 word abstract...,"Author1101_1, Author1101_2",Virology,2021-11-13,Medline,10.1000/sample.1101,PMC1001101,,2021.0,11.0,88,12,True,57.0,8.0,True
cord-001102,Analysis of outbreak and SARS-CoV-2 and transmission and lockdown in clinical settings,This study examines outbreak with 325 word abstract...,Author1102_1,New England Journal of Medicine,2022-08-27,Medline,,,https://example.com/paper_1102,2022.0,8.0,86,12,True,54.0,8.0,True
cord-001103,Analysis of pneumonia and therapeutic and antiviral in clinical settings,This study examines pneumonia with 117 word abstract...,"Author1103_1, Author1103_2",Nature,2021-10-15,WHO,10.1000/sample.1103,PMC1001103,https://example.com/paper_1103,2021.0,10.0,72,10,True,55.0,8.0,True
cord-001104,Analysis of COVID-19 and clinical and pandemic in clinical settings,,"Author1104_1, Author1104_2",Nature Medicine,2020-04-02,PMC,10.1000/sample.1104,,https://example.com/paper_1104,2020.0,4.0,67,10,False,,,True
cord-001105,Analysis of immunity and lockdown in clinical settings,This study examines immunity with 495 word abstract...,Author1105_1,,2022-05-29,bioRxiv,10.1000/sample.1105,PMC1001105,,2022.0,5.0,54,8,True,54.0,8.0,False
cord-001106,Analysis of coronavirus and symptoms and transmission in clinical settings,This study examines coronavirus with 400 word abstract...,"Author1106_1, Author1106_2",BMJ,2021-05-25,Medline,10.1000/sample.1106,,https://example.com/paper_1106,2021.0,5.0,74,10,True,57.0,8.0,True
cord-001107,Analysis of pneumonia and antiviral and immunity and COVID-19 in clinical settings,This study examines pneumonia with 146 word abstract...,"Author1107_1, Author1107_2",Clinical Infectious Diseases,2020-04-22,medRxiv,10.1000/sample.1107,PMC1001107,https://example.com/paper_1107,2020.0,4.0,82,12,True,55.0,8.0,True
cord-001108,Analysis of pneumonia and outbreak and clinical and diagnosis in clinical settings,This study examines pneumonia with 477 word abstract...,"Author1108_1, Author1108_2",Virology,2021-10-27,Medline,10.1000/sample.1108,,https://example.com/paper_1108,2021.0,10.0,82,12,True,55.0,8.0,True
cord-001109,Analysis of vaccination and symptoms and antiviral and COVID-19 in clinical settings,,"Author1109_1, Author1109_2",Clinical Infectious Diseases,2020-04-30,PMC,10.1000/sample.1109,,,2020.0,4.0,84,12,False,,,True
cord-001110,Analysis of lockdown and therapeutic and coronavirus and antibody in clinical settings,This study examines lockdown with 218 word abstract...,"Author1110_1, Author1110_2",Journal of Virology,2021-02-13,ArXiv,10.1000/sample.1110,PMC1001110,,2021.0,2.0,86,12,True,54.0,8.0,True
cord-001111,Analysis of pandemic and SARS-CoV-2 and public health in clinical settings,This study examines pandemic with 130 word abstract...,"Author1111_1, Author1111_2",Virology,2019-12-22,ArXiv,10.1000/sample.1111,,,2019.0,12.0,74,11,True,54.0,8.0,True
cord-001112,Analysis of clinical and symptoms and antibody and pandemic in clinical settings,This study examines clinical with 384 word abstract...,"Author1112_1, Author1112_2",Virology,2021-09-28,bioRxiv,10.1000/sample.1112,PMC1001112,,2021.0,9.0,80,12,True,54.0,8.0,True
cord-001115,Analysis of coronavirus and diagnosis in clinical settings,This study examines coronavirus with 340 word abstract...,"Author1115_1, Author1115_2",Clinical Infectious Diseases,2020-10-11,bioRxiv,10.1000/sample.1115,PMC1001115,,2020.0,10.0,58,8,True,57.0,8.0,True
cord-001116,Analysis of vaccination and SARS-CoV-2 and outbreak in clinical settings,This study examines vaccination with 317 word abstract...,"Author1116_1, Author1116_2",New England Journal of Medicine,2020-01-16,bioRxiv,10.1000/sample.1116,PMC1001116,,2020.0,1.0,72,10,True,57.0,8.0,True
cord-001117,Analysis of therapeutic and epidemiology and SARS-CoV-2 in clinical settings,This study examines therapeutic with 147 word abstract...,Author1117_1,Journal of Medical Virology,2021-07-25,WHO,,PMC1001117,,2021.0,7.0,76,10,True,57.0,8.0,True
cord-001119,Analysis of symptoms and therapeutic and vaccination and diagnosis in clinical settings,This study examines symptoms with 111 word abstract...,"Author1119_1, Author1119_2",Science Translational Medicine,2020-08-19,PMC,10.1000/sample.1119,PMC1001119,https://example.com/paper_1119,2020.0,8.0,87,12,True,54.0,8.0,True
cord-001120,Analysis of therapeutic and coronavirus and immunity in clinical settings,This study examines therapeutic with 426 word abstract...,"Author1120_1, Author1120_2",Virology,2020-06-28,Medline,,,https://example.com/paper_1120,2020.0,6.0,73,10,True,57.0,8.0,True
cord-001123,Analysis of coronavirus and diagnosis and public health and pneumonia in clinical settings,,"Author1123_1, Author1123_2",,2020-09-11,PMC,10.1000/sample.1123,PMC1001123,https://example.com/paper_1123,2020.0,9.0,90,13,False,,,False
cord-001124,Analysis of coronavirus and outbreak and immunity in clinical settings,This study examines coronavirus with 317 word abstract...,Author1124_1,Lancet,2019-12-01,WHO,,PMC1001124,https://example.com/paper_1124,2019.0,12.0,70,10,True,57.0,8.0,True
cord-001125,Analysis of diagnosis and epidemiology and transmission and respiratory in clinical settings,This study examines diagnosis with 219 word abstract...,"Author1125_1, Author1125_2",Nature,2020-02-21,medRxiv,10.1000/sample.1125,PMC1001125,https://example.com/paper_1125,2020.0,2.0,92,12,True,55.0,8.0,True
cord-001126,Analysis of vaccination and treatment and respiratory and COVID-19 in clinical settings,This study examines vaccination with 435 word abstract...,"Author1126_1, Author1126_2",Journal of Virology,2019-12-26,WHO,10.1000/sample.1126,PMC1001126,,2019.0,12.0,87,12,True,57.0,8.0,True
cord-001127,Analysis of coronavirus and COVID-19 and transmission in clinical settings,This study examines coronavirus with 232 word abstract...,"Author1127_1, Author1127_2",Journal of Medical Virology,2021-11-20,medRxiv,10.1000/sample.1127,PMC1001127,https://example.com/paper_1127,2021.0,11.0,74,10,True,57.0,8.0,True
cord-001128,Analysis of pneumonia and public health and symptoms and immunity in clinical settings,This study examines pneumonia with 283 word abstract...,"Author1128_1, Author1128_2",BMJ,2020-03-20,PMC,10.1000/sample.1128,PMC1001128,https://example.com/paper_1128,2020.0,3.0,86,13,True,55.0,8.0,True
cord-001129,Analysis of antiviral and pandemic and immunity in clinical settings,This study examines antiviral with 145 word abstract...,Author1129_1,Science,,ArXiv,,PMC1001129,https://example.com/paper_1129,,,68,10,True,55.0,8.0,True
cord-001130,Analysis of transmission and treatment and respiratory and coronavirus in clinical settings,This study examines transmission with 405 word abstract...,"Author1130_1, Author1130_2",Journal of Medical Virology,2020-10-14,Medline,,PMC1001130,,2020.0,10.0,91,12,True,58.0,8.0,True
cord-001131,Analysis of lockdown and pandemic and clinical in clinical settings,This study examines lockdown with 443 word abstract...,"Author1131_1, Author1131_2",Virology,2020-02-05,medRxiv,10.1000/sample.1131,,https://example.com/paper_1131,2020.0,2.0,67,10,True,54.0,8.0,True
cord-001132,Analysis of coronavirus and transmission and antibody and therapeutic in clinical settings,This study examines coronavirus with 134 word abstract...,"Author1132_1, Author1132_2",Lancet,2019-12-13,WHO,10.1000/sample.1132,,https://example.com/paper_1132,2019.0,12.0,90,12,True,57.0,8.0,True
cord-001135,Analysis of therapeutic and outbreak in clinical settings,This study examines therapeutic with 354 word abstract...,,Cell,2019-12-12,PMC,10.1000/sample.1135,PMC1001135,https://example.com/paper_1135,2019.0,12.0,57,8,True,57.0,8.0,True
cord-001136,Analysis of coronavirus and immunity in clinical settings,This study examines coronavirus with 203 word abstract...,"Author1136_1, Author1136_2",Science,2022-07-09,WHO,10.1000/sample.1136,,https://example.com/paper_1136,2022.0,7.0,57,8,True,57.0,8.0,True
cord-001137,Analysis of vaccination and therapeutic and diagnosis and COVID-19 in clinical settings,This study examines vaccination with 106 word abstract...,"Author1137_1, Author1137_2",Clinical Infectious Diseases,2019-12-14,WHO,10.1000/sample.1137,PMC1001137,https://example.com/paper_1137,2019.0,12.0,87,12,True,57.0,8.0,True
cord-001138,Analysis of coronavirus and antibody and COVID-19 and public health in clinical settings,This study examines coronavirus with 399 word abstract...,"Author1138_1, Author1138_2",Emerging Infectious Diseases,2021-07-27,PMC,10.1000/sample.1138,,,2021.0,7.0,88,13,True,57.0,8.0,True
cord-001139,Analysis of antiviral and outbreak and pandemic in clinical settings,This study examines antiviral with 252 word abstract...,Author1139_1,PLoS ONE,2021-11-03,bioRxiv,10.1000/sample.1139,,https://example.com/paper_1139,2021.0,11.0,68,10,True,55.0,8.0,True
cord-001142,Analysis of symptoms and transmission in clinical settings,This study examines symptoms with 168 word abstract...,Author1142_1,BMJ,2021-07-31,ArXiv,10.1000/sample.1142,,https://example.com/paper_1142,2021.0,7.0,58,8,True,54.0,8.0,True
cord-001143,Analysis of symptoms and clinical and coronavirus in clinical settings,This study examines symptoms with 181 word abstract...,"Author1143_1, Author1143_2",Journal of Medical Virology,2021-04-13,Medline,,PMC1001143,https://example.com/paper_1143,2021.0,4.0,70,10,True,54.0,8.0,True
cord-001145,Analysis of treatment and pandemic and symptoms and antiviral in clinical settings,This study examines treatment with 263 word abstract...,"Author1145_1, Author1145_2",Nature,2020-08-05,PMC,10.1000/sample.1145,PMC1001145,https://example.com/paper_1145,2020.0,8.0,82,12,True,55.0,8.0,True
cord-001146,Analysis of coronavirus and SARS-CoV-2 in clinical settings,This study examines coronavirus with 204 word abstract...,"Author1146_1, Author1146_2",Journal of Virology,2020-08-20,Medline,10.1000/sample.1146,PMC1001146,https://example.com/paper_1146,2020.0,8.0,59,8,True,57.0,8.0,True
cord-001147,Analysis of outbreak and SARS-CoV-2 and epidemiology in clinical settings,This study examines outbreak with 196 word abstract...,"Author1147_1, Author1147_2",BMJ,2020-11-12,WHO,10.1000/sample.1147,PMC1001147,,2020.0,11.0,73,10,True,54.0,8.0,True
cord-001149,Analysis of transmission and immunity and pandemic and treatment in clinical settings,This study examines transmission with 277 word abstract...,"Author1149_1, Author1149_2",Emerging Infectious Diseases,2021-11-01,WHO,10.1000/sample.1149,PMC1001149,https://example.com/paper_1149,2021.0,11.0,85,12,True,58.0,8.0,True
cord-001150,Analysis of lockdown and public health and pneumonia and immunity in clinical settings,This study examines lockdown with 166 word abstract...,"Author1150_1, Author1150_2",Cell,,bioRxiv,10.1000/sample.1150,,https://example.com/paper_1150,,,86,13,True,54.0,8.0,True
cord-001152,Analysis of symptoms and respiratory in clinical settings,This study examines symptoms with 304 word abstract...,"Author1152_1, Author1152_2",Nature Medicine,2021-01-31,bioRxiv,10.1000/sample.1152,PMC1001152,https://example.com/paper_1152,2021.0,1.0,57,8,True,54.0,8.0,True
cord-001153,Analysis of vaccination and respiratory in clinical settings,This study examines vaccination with 132 word abstract...,"Author1153_1, Author1153_2",Cell,2020-09-30,WHO,10.1000/sample.1153,,https://example.com/paper_1153,2020.0,9.0,60,8,True,57.0,8.0,True
